0,train,0.3677022362941512,0.060168452423410484,0.0661091372831692,0.05636028614525,36.07491135597229,7456,1157759488,1216348160,32
0,val,0.5441695474553795,0.08446148059738783,0.04584660716690809,0.10969318685423918,6.59841775894165,1288,210018816,1216348160,32
1,train,0.12306612832873884,0.714070880404403,0.6921430377332843,0.7308845423633947,36.52615523338318,7456,1155625472,1216348160,32
1,val,0.21620605907326554,0.5955112006565516,0.5321194832263545,0.6414282238442822,6.556100368499756,1288,209682944,1216348160,32
2,train,0.10600658167658372,0.7596229735898213,0.730993389413823,0.7804631321669268,36.50249719619751,7456,1155625472,1216348160,32
2,val,0.0961390543775816,0.7855772219480381,0.7465480750240651,0.8134503711457276,6.46012544631958,1288,208519680,1216348160,32
3,train,0.09344130277821613,0.788673455960345,0.7553494206255603,0.8113243284432622,35.74801063537598,7456,1157876224,1216348160,32
3,val,0.1090020900111731,0.781398635820363,0.7326581799666361,0.8153569408792196,6.506793022155762,1288,208519680,1216348160,32
4,train,0.0850372577158365,0.808706794041879,0.7733943932220846,0.8314606225363242,36.055432081222534,7456,1157876224,1216348160,32
4,val,0.08450182609374358,0.8006162477626648,0.7745919255797911,0.8177902300936343,6.568482398986816,1288,208519680,1216348160,32
5,train,0.08233207354061531,0.8155778038787962,0.7789255032461838,0.8390820036033646,36.09204292297363,7456,1157876224,1216348160,32
5,val,0.07484955385106343,0.8395166826900197,0.8042752792396403,0.8635281261528817,6.647237300872803,1288,208519680,1216348160,32
6,train,0.07292253720297792,0.8359503581775026,0.8006705942816189,0.8581088862922017,36.451069355010986,7456,1157876224,1216348160,32
6,val,0.07854337507304257,0.8374373625831668,0.7934553284040655,0.8677520830217542,6.697584629058838,1288,208519680,1216348160,32
7,train,0.07340008241236289,0.8353988066875807,0.7993952075155327,0.8580437494499951,36.82356882095337,7456,1157876224,1216348160,32
7,val,0.08235565720590927,0.8079303517264826,0.787413684346936,0.8212471161421016,6.685000896453857,1288,208519680,1216348160,32
8,train,0.06951651619540901,0.8444114245122823,0.8102992491552683,0.8656550904916651,36.06608176231384,7456,1157876224,1216348160,32
8,val,0.06531358058347737,0.8497085510267816,0.8235033168100618,0.8667084516654068,6.780841588973999,1288,208519680,1216348160,32
9,train,0.06748506516868162,0.8483185028821585,0.8150301286537136,0.8691392353430029,36.640925884246826,7456,1157876224,1216348160,32
9,val,0.06782882342638966,0.8574821306792371,0.8223300239054121,0.8810246770711017,6.5791051387786865,1288,208519680,1216348160,32
10,train,0.06589319107254134,0.8523172456872835,0.819362538161937,0.8728264244753818,36.29472541809082,7456,1157876224,1218445312,32
10,val,0.06412023787172685,0.8602242824304248,0.8224685964382498,0.8854190465348465,6.788617134094238,1288,208519680,1218445312,32
11,train,0.06462418595556517,0.8547646004441541,0.8225385868959117,0.8747559791754216,36.59611964225769,7456,1157876224,1218445312,32
11,val,0.06576882999558943,0.8512381564139985,0.823888823094193,0.8690100728806762,6.605633020401001,1288,208519680,1218445312,32
12,train,0.06395299465777192,0.8566583131764453,0.8249935227503489,0.876392196725125,36.61375403404236,7456,1157876224,1218445312,32
12,val,0.07018461903173036,0.8442033988745455,0.8222324063330199,0.8583631137452251,6.752007722854614,1288,208519680,1218445312,32
13,train,0.06268781482562549,0.8592273103934678,0.8280928169283593,0.8785883356728044,36.60852336883545,7456,1157876224,1218445312,32
13,val,0.06352145246625898,0.8641851875957127,0.827114065327053,0.8888582505243261,6.343028783798218,1288,208519680,1218445312,32
14,train,0.06099856531514568,0.8631682058260832,0.8329154821466555,0.8819309309787451,36.082677364349365,7456,1157876224,1218445312,32
