,Unnamed: 0,epoch,phase,loss,overall_dice,diastolic_dice,systolic_dice,time_taken,intersection_size,gpu_memory_allocated,gpu_memory_reserved,batch_size,model
15,15,7,val,0.0379503943920437,0.9171057623436752,0.897449159430261,0.9297442844184888,7.016864776611328,1288,1439695360,7910457344,32,ResNet101
16,16,8,train,0.0352057480317151,0.920891526398734,0.9050313022415928,0.9306872464155156,67.66019368171692,7456,7233432576,7910457344,32,ResNet101
17,17,8,val,0.0394920569013802,0.9111832599510756,0.9004359127613593,0.917936364454868,6.998375415802002,1288,1439695360,7910457344,32,ResNet101
18,18,9,train,0.0345820699419294,0.921998904726299,0.906663124651758,0.9314747213121572,67.1038224697113,7456,7233432576,7910457344,32,ResNet101
19,19,9,val,0.0373496502762527,0.9187962541633342,0.9032483540900632,0.9287130466848154,7.0403971672058105,1288,1439695360,7910457344,32,ResNet101
20,20,10,train,0.0341640561310059,0.9230516462803052,0.907984129355122,0.9323535553521152,67.97433948516846,7456,7233432576,7910457344,32,ResNet101
21,21,10,val,0.0403193892567069,0.913823467200202,0.8928006799217801,0.9273035724732056,7.082769393920898,1288,1439695360,7910457344,32,ResNet101
22,22,11,train,0.0340302981292031,0.9234851253716077,0.9083477074726596,0.9328381546477026,66.80636668205261,7456,7233432576,7910457344,32,ResNet101
23,23,11,val,0.0374345476749143,0.9190850203111648,0.9024567348917434,0.9296023594653816,6.731604337692261,1288,1439695360,7910457344,32,ResNet101
24,24,12,train,0.0333698451795709,0.9246281033915168,0.9099821891790024,0.9336797123806072,66.77060508728027,7456,7233432576,7910457344,32,ResNet101
25,25,12,val,0.0371040199657918,0.9195229212709882,0.9021002808957568,0.9306368406787096,7.227648496627808,1288,1439695360,7910457344,32,ResNet101
26,26,13,train,0.0325925092704661,0.9262462642129236,0.9118300218792502,0.9351497112597292,67.4920380115509,7456,7233432576,7910457344,32,ResNet101
27,27,13,val,0.0386237554910412,0.913174533268666,0.9003821891495246,0.9211452217716948,6.872765064239502,1288,1439695360,7910457344,32,ResNet101
28,28,14,train,0.032214597393546,0.92708395847764,0.9124084133108932,0.936152573624198,66.89178347587585,7456,7233432576,7910457344,32,ResNet101
29,29,14,val,0.0440714218752785,0.9069265407875372,0.8845408578335013,0.9213186942990452,6.852082252502441,1288,1439695360,7910457344,32,ResNet101
30,30,15,train,0.0316866634710037,0.9281996504175568,0.913959942856868,0.9369889592112371,68.03016996383667,7456,7233432576,7910457344,32,ResNet101
31,31,15,val,0.0366632346191822,0.9213338088570502,0.9052158932087786,0.9316102631333012,6.948891639709473,1288,1439695360,7910457344,32,ResNet101
32,32,16,train,0.0312220116489414,0.929111331353038,0.9152385241632902,0.9376734562572848,67.57946562767029,7456,7233432576,7910457344,32,ResNet101
33,33,16,val,0.0363117109944965,0.9210768935524484,0.9081038819394256,0.9292873274571,6.785665273666382,1288,1439695360,7910457344,32,ResNet101
34,34,17,train,0.0303363762564256,0.93117203473762,0.9172923907501808,0.9397338048294022,66.8593225479126,7456,7233432576,7910457344,32,ResNet101
35,35,17,val,0.0382568849660791,0.9179500678571484,0.9018806509798856,0.92814138192444,6.897928714752197,1288,1439695360,7910457344,32,ResNet101
36,36,18,train,0.0303116164441763,0.9311044554856844,0.917065703166832,0.9397694677335978,66.54694819450378,7456,7233432576,7910457344,32,ResNet101
37,37,18,val,0.0399170522681357,0.9125293047183756,0.9021164789862174,0.9190512024314172,7.144246339797974,1288,1439695360,7910457344,32,ResNet101
38,38,19,train,0.0297109304819694,0.9323144770877704,0.9187759473091373,0.9406632082729172,67.27778458595276,7456,7233432576,7910457344,32,ResNet101
39,39,19,val,0.0380311125901461,0.9179482278475533,0.9057518441264228,0.9256059424177852,6.968560695648193,1288,1439695360,7910457344,32,ResNet101
40,40,20,train,0.0293316291804237,0.933267982257702,0.919673918065538,0.9416586235153136,66.93082594871521,7456,7233432576,7910457344,32,ResNet101
41,41,20,val,0.0412479310997358,0.9104920453874308,0.9023061924292342,0.9156358594711128,7.170119285583496,1288,1439695360,7910457344,32,ResNet101
42,42,21,train,0.0293725582809261,0.933010271486833,0.9192789203104792,0.941487634666614,68.39150857925415,7456,7233432576,7910457344,32,ResNet101
43,43,21,val,0.0366803312621985,0.9217437643114824,0.90675863274689,0.9312416479673478,7.060311555862427,1288,1439695360,7910457344,32,ResNet101
44,44,22,train,0.0284099198373362,0.9353116731785962,0.921902199334664,0.9435806354107904,67.58993458747864,7456,7233432576,7910457344,32,ResNet101
45,45,22,val,0.0384817811862221,0.9173958065503416,0.9046969048675296,0.9252823844079682,6.927931070327759,1288,1439695360,7910457344,32,ResNet101
46,46,23,train,0.0277536411653772,0.9367493281601073,0.9237668539643804,0.944756394432264,66.66845226287842,7456,7233432576,7910457344,32,ResNet101
47,47,23,val,0.0364540744785846,0.9221068464200568,0.905637812086109,0.932578776370192,6.973797559738159,1288,1439695360,7910457344,32,ResNet101
48,48,24,train,0.0274587565277799,0.93740766793206,0.924119289898185,0.945608778608532,67.8036699295044,7456,7233432576,7910457344,32,ResNet101
49,49,24,val,0.0403905471840925,0.917940584800001,0.8991094062788825,0.9299425220589704,7.21354341506958,1288,1439695360,7910457344,32,ResNet101
50,50,25,train,0.0272730160920603,0.937881566879357,0.9246827347989988,0.946030540077667,66.80765748023987,7456,7233432576,7910457344,32,ResNet101
51,51,25,val,0.0366170213829656,0.9229016868965144,0.9066922344799004,0.933145988110985,6.779873609542847,1288,1439695360,7910457344,32,ResNet101
52,52,26,train,0.0260983493873761,0.9405042998637811,0.9277305594223104,0.9483869190049896,67.13673210144043,7456,7233432576,7910457344,32,ResNet101
53,53,26,val,0.0379517131589758,0.9216884874573223,0.907860408364408,0.9304541539351836,6.996453523635864,1288,1439695360,7910457344,32,ResNet101
54,54,27,train,0.0258072734432482,0.9411504894757272,0.9288243794269174,0.9487497090845628,67.4541289806366,7456,7233432576,7910457344,32,ResNet101
55,55,27,val,0.0378611197503653,0.9213279741458326,0.906779054443794,0.9305404001073864,6.962319850921631,1288,1439695360,7910457344,32,ResNet101
56,56,28,train,0.0250592396097884,0.9427887010481084,0.9302277677200764,0.9505328935730076,66.777174949646,7456,7233432576,7910457344,32,ResNet101
57,57,28,val,0.0414813592385877,0.9174166398417196,0.8980328975805979,0.9298933960472088,6.895803213119507,1288,1439695360,7910457344,32,ResNet101
58,58,29,train,0.024341112742274,0.944453865494952,0.9323259135770496,0.9519302847806552,66.70746970176697,7456,7233432576,7910457344,32,ResNet101
59,59,29,val,0.0417615341617363,0.9174470155772152,0.9047842355130788,0.9254114998264352,7.115222692489624,1288,1439695360,7910457344,32,ResNet101
60,60,30,train,0.0244808980438581,0.9441116291456042,0.9319616514943682,0.951609749581736,66.69927287101746,7456,7233432576,7910457344,32,ResNet101
61,61,30,val,0.0454304641999737,0.9110331087938556,0.900809320770443,0.917411997669262,6.884683847427368,1288,1439695360,7910457344,32,ResNet101
62,62,31,train,0.0238986954940036,0.9454106722515394,0.9334548688470335,0.9527858008033924,67.07360363006592,7456,7233432576,7910457344,32,ResNet101
63,63,31,val,0.0396467673792133,0.9208506195041216,0.9059010736051544,0.9302299015760362,6.673538446426392,1288,1439695360,7910457344,32,ResNet101
64,64,32,train,0.0230733947817807,0.9473452830622108,0.9356704635709844,0.954543248206184,67.72106981277466,7456,7233432576,7910457344,32,ResNet101
65,65,32,val,0.0415757986238692,0.91822010586175,0.89861372856811,0.930807947129422,6.86585545539856,1288,1439695360,7910457344,32,ResNet101
66,66,33,train,0.0228110339926203,0.9479565032601004,0.9365787787779498,0.9549741263873178,67.76387667655945,7456,7233432576,7910457344,32,ResNet101
67,67,33,val,0.0422931988590766,0.91957974010192,0.9051617329590436,0.9286679469909828,7.04288911819458,1288,1439695360,7910457344,32,ResNet101
68,68,34,train,0.0232373124414811,0.9470006123014147,0.9355621441758406,0.9540557932441092,66.74869990348816,7456,7233432576,7910457344,32,ResNet101
69,69,34,val,0.0435377309071215,0.9159737436191674,0.9033505350412636,0.9238514768718844,6.87002420425415,1288,1439695360,7910457344,32,ResNet101
70,70,35,train,0.0221985495371357,0.9493063703255706,0.9380917755607336,0.9562199038529272,66.85728168487549,7456,7233432576,7910457344,32,ResNet101
71,71,35,val,0.043342999850469,0.9174568720243912,0.9050103194272934,0.9252231703854098,6.894309520721436,1288,1439695360,7910457344,32,ResNet101
72,72,36,train,0.021253350137714,0.9515029282072872,0.9408208019632937,0.9580886348586852,67.26363587379456,7456,7233432576,7910457344,32,ResNet101
73,73,36,val,0.043956400867892,0.9187514610436724,0.902040400655714,0.929360160625903,6.892752647399902,1288,1439695360,7910457344,32,ResNet101
74,74,37,train,0.0208392464322092,0.952435702218062,0.9418376455405056,0.9589693034825848,67.07554888725281,7456,7233432576,7910457344,32,ResNet101
75,75,37,val,0.0412800642969279,0.9218152624348874,0.9077366956035436,0.9306487886053942,6.879326581954956,1288,1439695360,7910457344,32,ResNet101
76,76,38,train,0.0205572015549826,0.9529873008491728,0.9424321899428106,0.9594936524130044,67.1463553905487,7456,7233432576,7910457344,32,ResNet101
77,77,38,val,0.045245918276827,0.9164506374127864,0.902882609076322,0.9249381267312043,6.97693395614624,1288,1439695360,7910457344,32,ResNet101
78,78,39,train,0.0198434230334664,0.954590683906078,0.9442499557804708,0.9609674508874728,67.02303433418274,7456,7233432576,7910457344,32,ResNet101
79,79,39,val,0.0463711061863289,0.9188982465505224,0.9017167091777506,0.9298417936624068,6.896491527557373,1288,1439695360,7910457344,32,ResNet101
80,80,40,train,0.0196120108793378,0.9552001256653402,0.9449020729294212,0.9615477904365456,66.09573268890381,7456,7233432576,7910457344,32,ResNet101
81,81,40,val,0.0441864623302953,0.920934967033049,0.9058476731705928,0.9304833971400496,7.064355850219727,1288,1439695360,7910457344,32,ResNet101
0,0,0,train,0.3677022362941512,0.0601684524234104,0.0661091372831692,0.05636028614525,36.07491135597229,7456,1157759488,1216348160,32,MobileNetV3
1,1,0,val,0.5441695474553795,0.0844614805973878,0.045846607166908,0.1096931868542391,6.59841775894165,1288,210018816,1216348160,32,MobileNetV3
2,2,1,train,0.1230661283287388,0.714070880404403,0.6921430377332843,0.7308845423633947,36.52615523338318,7456,1155625472,1216348160,32,MobileNetV3
3,3,1,val,0.2162060590732655,0.5955112006565516,0.5321194832263545,0.6414282238442822,6.556100368499756,1288,209682944,1216348160,32,MobileNetV3
4,4,2,train,0.1060065816765837,0.7596229735898213,0.730993389413823,0.7804631321669268,36.50249719619751,7456,1155625472,1216348160,32,MobileNetV3
5,5,2,val,0.0961390543775816,0.7855772219480381,0.7465480750240651,0.8134503711457276,6.46012544631958,1288,208519680,1216348160,32,MobileNetV3
6,6,3,train,0.0934413027782161,0.788673455960345,0.7553494206255603,0.8113243284432622,35.74801063537598,7456,1157876224,1216348160,32,MobileNetV3
7,7,3,val,0.1090020900111731,0.781398635820363,0.7326581799666361,0.8153569408792196,6.506793022155762,1288,208519680,1216348160,32,MobileNetV3
8,8,4,train,0.0850372577158365,0.808706794041879,0.7733943932220846,0.8314606225363242,36.05543208122253,7456,1157876224,1216348160,32,MobileNetV3
9,9,4,val,0.0845018260937435,0.8006162477626648,0.7745919255797911,0.8177902300936343,6.568482398986816,1288,208519680,1216348160,32,MobileNetV3
10,10,5,train,0.0823320735406153,0.8155778038787962,0.7789255032461838,0.8390820036033646,36.09204292297363,7456,1157876224,1216348160,32,MobileNetV3
11,11,5,val,0.0748495538510634,0.8395166826900197,0.8042752792396403,0.8635281261528817,6.647237300872803,1288,208519680,1216348160,32,MobileNetV3
12,12,6,train,0.0729225372029779,0.8359503581775026,0.8006705942816189,0.8581088862922017,36.451069355010986,7456,1157876224,1216348160,32,MobileNetV3
13,13,6,val,0.0785433750730425,0.8374373625831668,0.7934553284040655,0.8677520830217542,6.697584629058838,1288,208519680,1216348160,32,MobileNetV3
14,14,7,train,0.0734000824123628,0.8353988066875807,0.7993952075155327,0.8580437494499951,36.82356882095337,7456,1157876224,1216348160,32,MobileNetV3
15,15,7,val,0.0823556572059092,0.8079303517264826,0.787413684346936,0.8212471161421016,6.685000896453857,1288,208519680,1216348160,32,MobileNetV3
16,16,8,train,0.069516516195409,0.8444114245122823,0.8102992491552683,0.8656550904916651,36.06608176231384,7456,1157876224,1216348160,32,MobileNetV3
17,17,8,val,0.0653135805834773,0.8497085510267816,0.8235033168100618,0.8667084516654068,6.780841588973999,1288,208519680,1216348160,32,MobileNetV3
18,18,9,train,0.0674850651686816,0.8483185028821585,0.8150301286537136,0.8691392353430029,36.640925884246826,7456,1157876224,1216348160,32,MobileNetV3
19,19,9,val,0.0678288234263896,0.8574821306792371,0.8223300239054121,0.8810246770711017,6.579105138778687,1288,208519680,1216348160,32,MobileNetV3
20,20,10,train,0.0658931910725413,0.8523172456872835,0.819362538161937,0.8728264244753818,36.29472541809082,7456,1157876224,1218445312,32,MobileNetV3
21,21,10,val,0.0641202378717268,0.8602242824304248,0.8224685964382498,0.8854190465348465,6.788617134094238,1288,208519680,1218445312,32,MobileNetV3
22,22,11,train,0.0646241859555651,0.8547646004441541,0.8225385868959117,0.8747559791754216,36.59611964225769,7456,1157876224,1218445312,32,MobileNetV3
23,23,11,val,0.0657688299955894,0.8512381564139985,0.823888823094193,0.8690100728806762,6.605633020401001,1288,208519680,1218445312,32,MobileNetV3
24,24,12,train,0.0639529946577719,0.8566583131764453,0.8249935227503489,0.876392196725125,36.61375403404236,7456,1157876224,1218445312,32,MobileNetV3
25,25,12,val,0.0701846190317303,0.8442033988745455,0.8222324063330199,0.8583631137452251,6.752007722854614,1288,208519680,1218445312,32,MobileNetV3
26,26,13,train,0.0626878148256254,0.8592273103934678,0.8280928169283593,0.8785883356728044,36.60852336883545,7456,1157876224,1218445312,32,MobileNetV3
27,27,13,val,0.0635214524662589,0.8641851875957127,0.827114065327053,0.8888582505243261,6.343028783798218,1288,208519680,1218445312,32,MobileNetV3
28,28,14,train,0.0609985653151456,0.8631682058260832,0.8329154821466555,0.8819309309787451,36.082677364349365,7456,1157876224,1218445312,32,MobileNetV3
29,29,14,val,0.068047616853205,0.8366144492376897,0.8234730600462106,0.8450623636086393,6.456237316131592,1288,208519680,1218445312,32,MobileNetV3
30,30,15,train,0.0602190066022923,0.8648159280325118,0.8348859453589752,0.8833287991567578,36.23112416267395,7456,1157876224,1218445312,32,MobileNetV3
31,31,15,val,0.057552862747614,0.8733426922222876,0.8483413515616455,0.8896438464113889,6.567308664321899,1288,208519680,1218445312,32,MobileNetV3
32,32,16,train,0.0596042730829767,0.8660129368467127,0.8359972247181391,0.8845798546546201,36.73251986503601,7456,1157876224,1218445312,32,MobileNetV3
33,33,16,val,0.0631407044628664,0.8662486506392363,0.8282870944949677,0.8917953550583657,6.731614589691162,1288,208519680,1218445312,32,MobileNetV3
34,34,17,train,0.0594959131857137,0.8667598474093421,0.8372824726876432,0.8850509474641818,35.85363817214966,7456,1157876224,1218445312,32,MobileNetV3
35,35,17,val,0.0569276707543213,0.8768464052026748,0.8474545951134743,0.8964222893242066,6.550542116165161,1288,208519680,1218445312,32,MobileNetV3
36,36,18,train,0.0567096844021864,0.8719587953707857,0.8427591655475613,0.8900019170242655,36.268240213394165,7456,1157876224,1218445312,32,MobileNetV3
37,37,18,val,0.0678787077314908,0.8390570355603719,0.8245262316118354,0.8482799588865126,6.504685878753662,1288,208519680,1218445312,32,MobileNetV3
38,38,19,train,0.0577704328428563,0.8701990718511338,0.8410804298489446,0.8881978711433061,36.50304698944092,7456,1157876224,1218445312,32,MobileNetV3
39,39,19,val,0.0622120714109045,0.868561056811346,0.8298357987982384,0.8945532387619155,6.500516176223755,1288,208519680,1218445312,32,MobileNetV3
40,40,20,train,0.0564710007789747,0.8725607698770382,0.8437999247530275,0.89037768418329,37.12977385520935,7456,1157876224,1218445312,32,MobileNetV3
41,41,20,val,0.0584805548183515,0.8754227420043242,0.8425662401042863,0.8972362378463172,6.863503217697144,1288,208519680,1218445312,32,MobileNetV3
42,42,21,train,0.0558146027097813,0.8741066964739931,0.8451432623362989,0.892003985932198,36.23520660400391,7456,1157876224,1218445312,32,MobileNetV3
43,43,21,val,0.0562294721452285,0.8689640848235567,0.8495682229515908,0.8814086825531463,6.53952431678772,1288,208519680,1218445312,32,MobileNetV3
44,44,22,train,0.0551266116833659,0.8754445926935028,0.8474924475149432,0.8927195832963553,36.09947228431702,7456,1157876224,1218445312,32,MobileNetV3
45,45,22,val,0.0543857116423597,0.8778455864343315,0.853141909208204,0.8938218894445666,6.409627199172974,1288,208519680,1218445312,32,MobileNetV3
46,46,23,train,0.0547786157206581,0.8762695606172108,0.8488831173914281,0.8931918542010565,36.28909683227539,7456,1157876224,1218445312,32,MobileNetV3
47,47,23,val,0.0553352352572206,0.8789480911501869,0.8542065248883559,0.8952326005085017,6.696004867553711,1288,208519680,1218445312,32,MobileNetV3
48,48,24,train,0.0542457718309153,0.8778084603429896,0.8509742491378194,0.8944055543567054,36.99377346038818,7456,1157876224,1218445312,32,MobileNetV3
49,49,24,val,0.0556456101289764,0.8751764145941757,0.8511375989622769,0.8909269916880286,6.778768062591553,1288,208519680,1218445312,32,MobileNetV3
50,50,25,train,0.0522104703973865,0.881819519564645,0.8553133294074267,0.8981945831537381,37.43278980255127,7456,1157876224,1218445312,32,MobileNetV3
51,51,25,val,0.0527949289067312,0.8817329714315221,0.8595056838152807,0.8960580302739282,6.858649730682373,1288,208519680,1218445312,32,MobileNetV3
52,52,26,train,0.0537891199576872,0.8783322527410093,0.8512475752052705,0.8950545745823002,37.99958324432373,7456,1157876224,1218445312,32,MobileNetV3
53,53,26,val,0.0632438475618134,0.867845621824221,0.8330893395973045,0.8909443177699853,6.77000880241394,1288,208519680,1218445312,32,MobileNetV3
54,54,27,train,0.0517815324129777,0.8829069798401464,0.8567763947787465,0.899043857546783,37.09253573417664,7456,1157876224,1218445312,32,MobileNetV3
55,55,27,val,0.0577009363400496,0.8673443092242283,0.8515922056351364,0.8775384859343873,6.78931736946106,1288,208519680,1218445312,32,MobileNetV3
56,56,28,train,0.0534531527207905,0.8796143958708849,0.8527098731567011,0.8962570827685097,37.62917947769165,7456,1157876224,1218445312,32,MobileNetV3
57,57,28,val,0.0528315929031323,0.8795157409518021,0.861050745144056,0.8913617586472218,6.284767150878906,1288,208519680,1218445312,32,MobileNetV3
58,58,29,train,0.0522186015004544,0.8821715423696277,0.8555672440919152,0.8985716177755066,35.482402086257935,7456,1157876224,1218445312,32,MobileNetV3
59,59,29,val,0.058313932961604,0.8774285016572428,0.8444653742711548,0.8991150817269405,6.412440538406372,1288,208519680,1218445312,32,MobileNetV3
60,60,30,train,0.0521094038700111,0.8822129195445888,0.8558442554456583,0.8985245823339403,36.11701536178589,7456,1157876224,1218445312,32,MobileNetV3
61,61,30,val,0.0800801451962655,0.8100311467723376,0.7973878519474541,0.8179203586674332,6.27762508392334,1288,208519680,1218445312,32,MobileNetV3
62,62,31,train,0.0525808377369091,0.8813008194511567,0.8548456839870389,0.8976485699959015,36.025355100631714,7456,1157876224,1218445312,32,MobileNetV3
63,63,31,val,0.0519534306677896,0.8847759509051327,0.8636999292001962,0.8984779835421697,6.4871087074279785,1288,208519680,1218445312,32,MobileNetV3
64,64,32,train,0.050910684119969,0.8850114394923244,0.85928676934182,0.9008745871043338,36.20326018333435,7456,1157876224,1218445312,32,MobileNetV3
65,65,32,val,0.0583494750095541,0.8788279904332044,0.8456569693940496,0.900870613341054,7.051016807556152,1288,208519680,1218445312,32,MobileNetV3
66,66,33,train,0.0520231815043103,0.8829493325856201,0.8564031938151938,0.899368656975479,37.8222222328186,7456,1157876224,1218445312,32,MobileNetV3
67,67,33,val,0.0517367360437455,0.8872676574688901,0.8625622786811697,0.9034277303779032,6.51068639755249,1288,208519680,1218445312,32,MobileNetV3
68,68,34,train,0.0508195413143588,0.885513208561542,0.8606248423362562,0.9008672679822352,36.678356647491455,7456,1157876224,1218445312,32,MobileNetV3
69,69,34,val,0.0600330485395793,0.8736976569483016,0.8409775884339097,0.8953557498513782,6.561422348022461,1288,208519680,1218445312,32,MobileNetV3
70,70,35,train,0.0508534170715259,0.8854382017435433,0.8592026108806408,0.901642312234928,36.2179217338562,7456,1157876224,1218445312,32,MobileNetV3
71,71,35,val,0.0527972528305566,0.8862336244021607,0.8592837114514437,0.90394847057536,6.750563144683838,1288,208519680,1218445312,32,MobileNetV3
72,72,36,train,0.0504359853886843,0.8860143696708225,0.8604487550571496,0.901818646240864,37.20383548736572,7456,1157876224,1218445312,32,MobileNetV3
73,73,36,val,0.0511824612926357,0.8883871377947401,0.8630204925989432,0.9049252882411644,6.625048398971558,1288,208519680,1218445312,32,MobileNetV3
74,74,37,train,0.049353944489926,0.8883647036760964,0.8634097906896929,0.903737312320106,36.463218212127686,7456,1157876224,1218445312,32,MobileNetV3
75,75,37,val,0.0521680131008725,0.8872989224836225,0.8618658713130062,0.9038368755295269,6.414902210235596,1288,208519680,1218445312,32,MobileNetV3
76,76,38,train,0.0487859265716792,0.8897551823881978,0.8650360262737015,0.9050036860303228,37.04857277870178,7456,1157876224,1218445312,32,MobileNetV3
77,77,38,val,0.0573902069079224,0.8672424580915783,0.8491267760745655,0.8786238862547376,6.679663419723511,1288,208519680,1218445312,32,MobileNetV3
78,78,39,train,0.0505520851920947,0.8859381706556335,0.8606889210619397,0.9015434229424591,37.27660489082336,7456,1157876224,1218445312,32,MobileNetV3
79,79,39,val,0.0530813594994126,0.883644916776091,0.8595604883757164,0.8993605442066506,6.646342277526856,1288,208519680,1218445312,32,MobileNetV3
0,0,0,train,0.2231528135581866,0.319952752349968,0.3278198446431317,0.314680459884341,3674.114885807037,7460,18292028928,18815647744,2,DPT-Large
1,1,0,val,1.0014080648897326,0.2993216441873335,0.2364596068581611,0.3582167040907008,224.4815571308136,1288,5336839168,18815647744,2,DPT-Large
2,2,1,train,0.1100719107719025,0.7559488568004908,0.7328809160573062,0.7720855666095559,3667.156933069229,7460,18290324480,18815647744,2,DPT-Large
3,3,1,val,0.2192360681791785,0.6784461029872219,0.5949656029603351,0.7445542306499994,223.35055804252625,1288,5327561728,18815647744,2,DPT-Large
4,4,2,train,0.0983879625989681,0.7800558629211466,0.7665294903789809,0.7894654215649343,3519.3885395526886,7460,18292003840,18815647744,2,DPT-Large
5,5,2,val,0.1287449760829288,0.7530878685559695,0.6894284718862266,0.8003858604662536,223.55566310882568,1288,5327823872,18815647744,2,DPT-Large
6,6,3,train,0.0960602175989185,0.785141990621093,0.7723202627726025,0.7940376035152309,3697.908527612686,7460,18290542080,18815647744,2,DPT-Large
7,7,3,val,0.2551707729124905,0.6524478654271514,0.5639037121228156,0.7238661897778862,235.30350947380063,1288,5337695232,18815647744,2,DPT-Large
8,8,4,train,0.0948000806651256,0.7878882315153827,0.7756812693328857,0.7963415780228736,3741.5159537792206,7460,18290275840,18815647744,2,DPT-Large
9,9,4,val,0.5719146418139303,0.4931069926913461,0.4028695679469936,0.5727023697342914,235.624014377594,1288,5336871936,18815647744,2,DPT-Large
10,10,5,train,0.0944924022343015,0.7886711262226748,0.7769894266804555,0.7967532307662503,3728.055329322815,7460,18290677248,18815647744,2,DPT-Large
11,11,5,val,0.1423372491213861,0.7485543791929551,0.680323721562389,0.7996594330902861,237.75255513191223,1288,5333451776,18815647744,2,DPT-Large
12,12,6,train,0.0939052724887826,0.7902460168601643,0.7783459833504656,0.7984729256898787,3756.973294019699,7460,18288973312,18815647744,2,DPT-Large
13,13,6,val,0.0980513190222808,0.7677408019220989,0.7614550365025109,0.7718639201029469,238.8255336284637,1288,5334529024,18815647744,2,DPT-Large
14,14,7,train,0.0935723997567332,0.790727517230508,0.7789779751589573,0.7988414916759743,3708.2480297088623,7460,18287859200,18815647744,2,DPT-Large
15,15,7,val,0.111430773347907,0.6848922540665829,0.6846478895029157,0.6850477214820828,234.03855848312372,1288,5327234048,18815647744,2,DPT-Large
16,16,8,train,0.0932090020580221,0.7917031746668002,0.7791184303653385,0.800381477625021,3733.87699341774,7460,18288813568,18815647744,2,DPT-Large
17,17,8,val,0.5061257594830637,0.5383803152120151,0.4410084435559279,0.6240586319836459,237.23382019996643,1288,5332612096,18815647744,2,DPT-Large
18,18,9,train,0.0924475471033024,0.7946707233696554,0.782051289536889,0.8033504712547717,3710.2044007778168,7460,18291242496,18815647744,2,DPT-Large
19,19,9,val,0.0906733331125428,0.7954378952035441,0.783973462922146,0.8031290329218712,234.88276386260983,1288,5338985472,18815647744,2,DPT-Large
20,20,10,train,0.0919464895257857,0.7954801920231656,0.7826923485014607,0.804268568200507,3687.5306828022,7460,18294068224,18815647744,2,DPT-Large
21,21,10,val,0.1218610214014472,0.7741964081255155,0.7132711249351996,0.8189530252589381,234.32032585144043,1288,5335372800,18815647744,2,DPT-Large
22,22,11,train,0.0925470773289434,0.7944552148473127,0.7818359097501951,0.8031457047717425,3713.0734136104575,7460,18287908352,18815647744,2,DPT-Large
23,23,11,val,0.122346536819133,0.7723080747193604,0.7096742894260871,0.8187053372014159,235.24194765090945,1288,5335332352,18815647744,2,DPT-Large
24,24,12,train,0.0925162731417356,0.7948295269035633,0.7822988705008517,0.8034679435343285,3710.673910617829,7460,18289477120,18815647744,2,DPT-Large
25,25,12,val,0.161995555567551,0.7391809306114727,0.6628010815737218,0.7976891600735994,234.9950225353241,1288,5332177920,18815647744,2,DPT-Large
26,26,13,train,0.091670258620991,0.7960679904908736,0.7837463506724078,0.8045494861063486,3695.646270513535,7460,18290337280,18815647744,2,DPT-Large
