,epoch,phase,loss,overall_dice,diastolic_dice,systolic_dice,time_taken,intersection_size,gpu_memory_allocated,gpu_memory_reserved,batch_size
0,0,train,0.3677022362941512,0.0601684524234104,0.0661091372831692,0.05636028614525,36.07491135597229,7456,1157759488,1216348160,32
1,0,val,0.5441695474553795,0.0844614805973878,0.045846607166908,0.1096931868542391,6.59841775894165,1288,210018816,1216348160,32
2,1,train,0.1230661283287388,0.714070880404403,0.6921430377332843,0.7308845423633947,36.52615523338318,7456,1155625472,1216348160,32
3,1,val,0.2162060590732655,0.5955112006565516,0.5321194832263545,0.6414282238442822,6.556100368499756,1288,209682944,1216348160,32
4,2,train,0.1060065816765837,0.7596229735898213,0.730993389413823,0.7804631321669268,36.50249719619751,7456,1155625472,1216348160,32
5,2,val,0.0961390543775816,0.7855772219480381,0.7465480750240651,0.8134503711457276,6.46012544631958,1288,208519680,1216348160,32
6,3,train,0.0934413027782161,0.788673455960345,0.7553494206255603,0.8113243284432622,35.74801063537598,7456,1157876224,1216348160,32
7,3,val,0.1090020900111731,0.781398635820363,0.7326581799666361,0.8153569408792196,6.506793022155762,1288,208519680,1216348160,32
8,4,train,0.0850372577158365,0.808706794041879,0.7733943932220846,0.8314606225363242,36.05543208122253,7456,1157876224,1216348160,32
9,4,val,0.0845018260937435,0.8006162477626648,0.7745919255797911,0.8177902300936343,6.568482398986816,1288,208519680,1216348160,32
10,5,train,0.0823320735406153,0.8155778038787962,0.7789255032461838,0.8390820036033646,36.09204292297363,7456,1157876224,1216348160,32
11,5,val,0.0748495538510634,0.8395166826900197,0.8042752792396403,0.8635281261528817,6.647237300872803,1288,208519680,1216348160,32
12,6,train,0.0729225372029779,0.8359503581775026,0.8006705942816189,0.8581088862922017,36.451069355010986,7456,1157876224,1216348160,32
13,6,val,0.0785433750730425,0.8374373625831668,0.7934553284040655,0.8677520830217542,6.697584629058838,1288,208519680,1216348160,32
14,7,train,0.0734000824123628,0.8353988066875807,0.7993952075155327,0.8580437494499951,36.82356882095337,7456,1157876224,1216348160,32
15,7,val,0.0823556572059092,0.8079303517264826,0.787413684346936,0.8212471161421016,6.685000896453857,1288,208519680,1216348160,32
16,8,train,0.069516516195409,0.8444114245122823,0.8102992491552683,0.8656550904916651,36.06608176231384,7456,1157876224,1216348160,32
17,8,val,0.0653135805834773,0.8497085510267816,0.8235033168100618,0.8667084516654068,6.780841588973999,1288,208519680,1216348160,32
18,9,train,0.0674850651686816,0.8483185028821585,0.8150301286537136,0.8691392353430029,36.640925884246826,7456,1157876224,1216348160,32
19,9,val,0.0678288234263896,0.8574821306792371,0.8223300239054121,0.8810246770711017,6.579105138778687,1288,208519680,1216348160,32
20,10,train,0.0658931910725413,0.8523172456872835,0.819362538161937,0.8728264244753818,36.29472541809082,7456,1157876224,1218445312,32
21,10,val,0.0641202378717268,0.8602242824304248,0.8224685964382498,0.8854190465348465,6.788617134094238,1288,208519680,1218445312,32
22,11,train,0.0646241859555651,0.8547646004441541,0.8225385868959117,0.8747559791754216,36.59611964225769,7456,1157876224,1218445312,32
23,11,val,0.0657688299955894,0.8512381564139985,0.823888823094193,0.8690100728806762,6.605633020401001,1288,208519680,1218445312,32
24,12,train,0.0639529946577719,0.8566583131764453,0.8249935227503489,0.876392196725125,36.61375403404236,7456,1157876224,1218445312,32
25,12,val,0.0701846190317303,0.8442033988745455,0.8222324063330199,0.8583631137452251,6.752007722854614,1288,208519680,1218445312,32
26,13,train,0.0626878148256254,0.8592273103934678,0.8280928169283593,0.8785883356728044,36.60852336883545,7456,1157876224,1218445312,32
27,13,val,0.0635214524662589,0.8641851875957127,0.827114065327053,0.8888582505243261,6.343028783798218,1288,208519680,1218445312,32
28,14,train,0.0609985653151456,0.8631682058260832,0.8329154821466555,0.8819309309787451,36.082677364349365,7456,1157876224,1218445312,32
29,14,val,0.068047616853205,0.8366144492376897,0.8234730600462106,0.8450623636086393,6.456237316131592,1288,208519680,1218445312,32
30,15,train,0.0602190066022923,0.8648159280325118,0.8348859453589752,0.8833287991567578,36.23112416267395,7456,1157876224,1218445312,32
31,15,val,0.057552862747614,0.8733426922222876,0.8483413515616455,0.8896438464113889,6.567308664321899,1288,208519680,1218445312,32
32,16,train,0.0596042730829767,0.8660129368467127,0.8359972247181391,0.8845798546546201,36.73251986503601,7456,1157876224,1218445312,32
33,16,val,0.0631407044628664,0.8662486506392363,0.8282870944949677,0.8917953550583657,6.731614589691162,1288,208519680,1218445312,32
34,17,train,0.0594959131857137,0.8667598474093421,0.8372824726876432,0.8850509474641818,35.85363817214966,7456,1157876224,1218445312,32
35,17,val,0.0569276707543213,0.8768464052026748,0.8474545951134743,0.8964222893242066,6.550542116165161,1288,208519680,1218445312,32
36,18,train,0.0567096844021864,0.8719587953707857,0.8427591655475613,0.8900019170242655,36.268240213394165,7456,1157876224,1218445312,32
37,18,val,0.0678787077314908,0.8390570355603719,0.8245262316118354,0.8482799588865126,6.504685878753662,1288,208519680,1218445312,32
38,19,train,0.0577704328428563,0.8701990718511338,0.8410804298489446,0.8881978711433061,36.50304698944092,7456,1157876224,1218445312,32
39,19,val,0.0622120714109045,0.868561056811346,0.8298357987982384,0.8945532387619155,6.500516176223755,1288,208519680,1218445312,32
40,20,train,0.0564710007789747,0.8725607698770382,0.8437999247530275,0.89037768418329,37.12977385520935,7456,1157876224,1218445312,32
41,20,val,0.0584805548183515,0.8754227420043242,0.8425662401042863,0.8972362378463172,6.863503217697144,1288,208519680,1218445312,32
42,21,train,0.0558146027097813,0.8741066964739931,0.8451432623362989,0.892003985932198,36.23520660400391,7456,1157876224,1218445312,32
43,21,val,0.0562294721452285,0.8689640848235567,0.8495682229515908,0.8814086825531463,6.53952431678772,1288,208519680,1218445312,32
44,22,train,0.0551266116833659,0.8754445926935028,0.8474924475149432,0.8927195832963553,36.09947228431702,7456,1157876224,1218445312,32
45,22,val,0.0543857116423597,0.8778455864343315,0.853141909208204,0.8938218894445666,6.409627199172974,1288,208519680,1218445312,32
46,23,train,0.0547786157206581,0.8762695606172108,0.8488831173914281,0.8931918542010565,36.28909683227539,7456,1157876224,1218445312,32
47,23,val,0.0553352352572206,0.8789480911501869,0.8542065248883559,0.8952326005085017,6.696004867553711,1288,208519680,1218445312,32
48,24,train,0.0542457718309153,0.8778084603429896,0.8509742491378194,0.8944055543567054,36.99377346038818,7456,1157876224,1218445312,32
49,24,val,0.0556456101289764,0.8751764145941757,0.8511375989622769,0.8909269916880286,6.778768062591553,1288,208519680,1218445312,32
50,25,train,0.0522104703973865,0.881819519564645,0.8553133294074267,0.8981945831537381,37.43278980255127,7456,1157876224,1218445312,32
51,25,val,0.0527949289067312,0.8817329714315221,0.8595056838152807,0.8960580302739282,6.858649730682373,1288,208519680,1218445312,32
52,26,train,0.0537891199576872,0.8783322527410093,0.8512475752052705,0.8950545745823002,37.99958324432373,7456,1157876224,1218445312,32
53,26,val,0.0632438475618134,0.867845621824221,0.8330893395973045,0.8909443177699853,6.77000880241394,1288,208519680,1218445312,32
54,27,train,0.0517815324129777,0.8829069798401464,0.8567763947787465,0.899043857546783,37.09253573417664,7456,1157876224,1218445312,32
55,27,val,0.0577009363400496,0.8673443092242283,0.8515922056351364,0.8775384859343873,6.78931736946106,1288,208519680,1218445312,32
56,28,train,0.0534531527207905,0.8796143958708849,0.8527098731567011,0.8962570827685097,37.62917947769165,7456,1157876224,1218445312,32
57,28,val,0.0528315929031323,0.8795157409518021,0.861050745144056,0.8913617586472218,6.284767150878906,1288,208519680,1218445312,32
58,29,train,0.0522186015004544,0.8821715423696277,0.8555672440919152,0.8985716177755066,35.482402086257935,7456,1157876224,1218445312,32
59,29,val,0.058313932961604,0.8774285016572428,0.8444653742711548,0.8991150817269405,6.412440538406372,1288,208519680,1218445312,32
60,30,train,0.0521094038700111,0.8822129195445888,0.8558442554456583,0.8985245823339403,36.11701536178589,7456,1157876224,1218445312,32
61,30,val,0.0800801451962655,0.8100311467723376,0.7973878519474541,0.8179203586674332,6.27762508392334,1288,208519680,1218445312,32
62,31,train,0.0525808377369091,0.8813008194511567,0.8548456839870389,0.8976485699959015,36.025355100631714,7456,1157876224,1218445312,32
63,31,val,0.0519534306677896,0.8847759509051327,0.8636999292001962,0.8984779835421697,6.4871087074279785,1288,208519680,1218445312,32
64,32,train,0.050910684119969,0.8850114394923244,0.85928676934182,0.9008745871043338,36.20326018333435,7456,1157876224,1218445312,32
65,32,val,0.0583494750095541,0.8788279904332044,0.8456569693940496,0.900870613341054,7.051016807556152,1288,208519680,1218445312,32
66,33,train,0.0520231815043103,0.8829493325856201,0.8564031938151938,0.899368656975479,37.8222222328186,7456,1157876224,1218445312,32
67,33,val,0.0517367360437455,0.8872676574688901,0.8625622786811697,0.9034277303779032,6.51068639755249,1288,208519680,1218445312,32
68,34,train,0.0508195413143588,0.885513208561542,0.8606248423362562,0.9008672679822352,36.678356647491455,7456,1157876224,1218445312,32
69,34,val,0.0600330485395793,0.8736976569483016,0.8409775884339097,0.8953557498513782,6.561422348022461,1288,208519680,1218445312,32
70,35,train,0.0508534170715259,0.8854382017435433,0.8592026108806408,0.901642312234928,36.2179217338562,7456,1157876224,1218445312,32
71,35,val,0.0527972528305566,0.8862336244021607,0.8592837114514437,0.90394847057536,6.750563144683838,1288,208519680,1218445312,32
72,36,train,0.0504359853886843,0.8860143696708225,0.8604487550571496,0.901818646240864,37.20383548736572,7456,1157876224,1218445312,32
